name,supplier,supplierid,smiles,molclass,amount,unit,platebarcode,samplebarcode
ZINC13523533,TimTec,ST075200,c1c(nc[nH]1)C[C@@H](C(=O)N2CCC[C@@H]2C(=O)N)NC(=O)[C@@H]3CCC(=O)N3,hts,3626,mg,x1,10003626
ZINC13537284,Active BioPharma,180,Cc1c([nH]c[nH+]1)CN2CCc3c(c4ccccc4n3C)C2=O,hts,3627,mg,x1,10003627
ZINC13540266,TimTec Make-on-Demand,ST50767935,c1cc[nH]/c(=N\S(=O)(=O)c2ccc(cc2)/N=N/c3ccc(c(c3)C(=O)[O-])O)/c1,hts,3628,mg,x1,10003628
ZINC13540519,IBScreen BuildingBlocks,BB_NC-0611,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,hts,3629,mg,x1,10003629
ZINC13545632,Sigma Aldrich (Building Blocks),31995|SIGMA,CCC1(C(=O)NC(=O)NC1=O)CC,hts,3630,mg,x1,10003630
ZINC13545634,Ambinter Natural Products,Ambmdy01900006,CCC[C@@H](C)C1(C(=O)NC(=O)NC1=O)CC,hts,3631,mg,x1,10003631
ZINC13545636,Molport,MolPort-002-561-071,CCC[C@H](C)C1(C(=O)NC(=O)NC1=O)CC,hts,3632,mg,x1,10003632
ZINC13547730,FDA-approved drugs (via DSSTOX),278,Cc1c2c(cc(c1C(=O)[O-])O)C(=O)c3c(c(c(c(c3O)O)[C@H]4[C@H]([C@@H]([C@@H]([C@H](O4)CO)O)O)O)O)C2=O,hts,3633,mg,x1,10003633
ZINC13547732,FDA-approved drugs (via DSSTOX),278,Cc1c2c(cc(c1C(=O)[O-])O)C(=O)c3c(c(c(c(c3O)O)[C@@H]4[C@H]([C@@H]([C@@H]([C@H](O4)CO)O)O)O)O)C2=O,hts,3634,mg,x1,10003634
ZINC13597823,AK Scientific,K166,c1[nH]c(=O)c2c(n1)n(cn2)[C@H]3CC[C@H](O3)CO,hts,3635,mg,x1,10003635
ZINC13648755,APIChem,AC-6008,C1[C@@H]2C[C@@H]2N([C@@H]1C#N)C(=O)[C@H](C34C[C@H]5C[C@@H](C3)CC(C5)(C4)O)N,hts,3636,mg,x1,10003636
ZINC13763987,Ryan Scientific BB,LT00159777,CN(C)c1ccc(cc1)C(=C2C=CC(=[N+](C)C)C=C2)c3ccc(cc3)N(C)C,hts,3637,mg,x1,10003637
ZINC13813184,FDA-approved drugs (via DSSTOX),254,CNC1=C[N+](=C(c2cc(ccc2N1)Cl)c3ccccc3)[O-],hts,3638,mg,x1,10003638
ZINC13813248,NCI Plated 2007,73725,CCCC[C@H]1C(=NN(C1=O)c2ccccc2)[O-],hts,3639,mg,x1,10003639
ZINC13827997,FDA-approved drugs (via DSSTOX),388,c1[nH]c(=O)c2c(n1)n(cn2)[C@@H]3CC[C@H](O3)CO,hts,3640,mg,x1,10003640
ZINC13831144,ZereneX Building Blocks,ZBioX-0722,Cc1cccn2c1[nH+]cc(c2=O)c3[n-]nnn3,hts,3641,mg,x1,10003641
ZINC13831145,ChemMol,44006400,Cc1ccccc1n2c(nc3ccc(cc3c2=O)N)CF,hts,3642,mg,x1,10003642
ZINC13831150,IBScreen BuildingBlocks,BB_SC-9904,CCCC[NH+](CCCC)C[C@H](c1cc(cc\2c1-c3ccc(cc3/C2=C/c4ccc(cc4)Cl)Cl)Cl)O,hts,3643,mg,x1,10003643
ZINC13831151,Tetrahedron Building Blocks,19921,CCCC[NH+](CCCC)C[C@@H](c1cc(cc\2c1-c3ccc(cc3/C2=C/c4ccc(cc4)Cl)Cl)Cl)O,hts,3644,mg,x1,10003644
ZINC13863965,Amadis Chemical,A839951,c1cc(ccc1C(=O)NCCC(=O)[O-])N/N=C\2/C=CC(=O)C(=C2)C(=O)[O-],hts,3645,mg,x1,10003645
ZINC13897226,Matrix Scientific,075945,CCCCC(=O)N(Cc1ccc(cc1)c2ccccc2c3[n-]nnn3)[C@@H](C(C)C)C(=O)[O-],hts,3646,mg,x1,10003646
ZINC13900167,DrugBank-approved,DB01342,CCCCc1nc(n(n1)Cc2ccc(nc2)c3ccccc3c4[n-]nnn4)CCCC,hts,3647,mg,x1,10003647
ZINC13900201,DrugBank-approved,DB01252,c1ccc(cc1)C[C@@H](CC(=O)N2C[C@H]3CCCC[C@H]3C2)C(=O)[O-],hts,3648,mg,x1,10003648
ZINC13911941,ChemMol,30108696,C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C3C[C@H](C[C@@H](C3)O)O)C,hts,3649,mg,x1,10003649
ZINC13916432,Toronto Research Chemicals,U103500,CCCc1c2c(c(=O)[nH]c(n2)c3cc(ccc3OCCC)S(=O)(=O)NCC[C@H]4CCC[NH+]4C)n(n1)C,hts,3650,mg,x1,10003650
ZINC14243816,IBScreen NP,STOCK1N-50309,C[C@H]1[C@@H]2CC[C@]3([C@H]([C@]2(CC[C@H]1O)C)[C@@H](C[C@@H]\4[C@@]3(C[C@@H](/C4=C(\CCC=C(C)C)/C(=O)[O-])OC(=O)C)C)O)C,hts,3651,mg,x1,10003651
ZINC14261579,Toronto Research Chemicals,C432692,CC(C)C(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@H]4[C@H]3CCC5=CC(=O)C=C[C@]45C)O)C)O[C@@H](O2)C6CCCCC6,hts,3652,mg,x1,10003652
ZINC14294279,Selleck Chemicals,Olmesartan(Benicar),CCCc1nc(c(n1Cc2ccc(cc2)c3ccccc3c4[n-]nnn4)C(=O)OCc5c(oc(=O)o5)C)C(C)(C)O,hts,3653,mg,x1,10003653
ZINC14438802,Capot Chemical,16439,C([C@@H]([C@@H]1C(=O)[C@@H](C(=O)O1)[O-])O)O,hts,3654,mg,x1,10003654
ZINC14593244,FDA-approved drugs (via DSSTOX),1045,C/C=C(\CC[C@@H](C)[C@@H]1CC[C@H]2[C@]1(CC[C@@H]3C2=CC[C@H]4[C@]3(CC[C@@H]([C@@H]4C)O)C)C)/C(C)C,hts,3655,mg,x1,10003655
ZINC14593245,FDA-approved drugs (via DSSTOX),1045,C/C=C(\CC[C@H](C)[C@@H]1CC[C@H]2[C@]1(CC[C@@H]3C2=CC[C@H]4[C@]3(CC[C@@H]([C@@H]4C)O)C)C)/C(C)C,hts,3656,mg,x1,10003656
ZINC14593246,FDA-approved drugs (via DSSTOX),1045,C/C=C(\CC[C@@H](C)[C@H]1CC[C@H]2[C@]1(CC[C@@H]3C2=CC[C@H]4[C@]3(CC[C@@H]([C@@H]4C)O)C)C)/C(C)C,hts,3657,mg,x1,10003657
ZINC14593247,FDA-approved drugs (via DSSTOX),1045,C/C=C(\CC[C@H](C)[C@H]1CC[C@H]2[C@]1(CC[C@@H]3C2=CC[C@H]4[C@]3(CC[C@@H]([C@@H]4C)O)C)C)/C(C)C,hts,3658,mg,x1,10003658
ZINC14649463,FDA-approved drugs (via DSSTOX),897,c1nc2c(n1[C@@H]3C[C@@H]([C@@H](O3)CO)O)N=CNC[C@@H]2O,hts,3659,mg,x1,10003659
ZINC14676554,FDA-approved drugs (via DSSTOX),992,CCNNC(=O)[C@@H]1[C@H]([C@H](c2cc3c(cc2[C@@H]1c4cc(c(c(c4)OC)OC)OC)OCO3)O)CO,hts,3660,mg,x1,10003660
ZINC14676555,FDA-approved drugs (via DSSTOX),992,CCNNC(=O)[C@H]1[C@H]([C@H](c2cc3c(cc2[C@@H]1c4cc(c(c(c4)OC)OC)OC)OCO3)O)CO,hts,3661,mg,x1,10003661
ZINC14676557,FDA-approved drugs (via DSSTOX),992,CCNNC(=O)[C@@H]1[C@@H]([C@H](c2cc3c(cc2[C@@H]1c4cc(c(c(c4)OC)OC)OC)OCO3)O)CO,hts,3662,mg,x1,10003662
ZINC14676558,FDA-approved drugs (via DSSTOX),992,CCNNC(=O)[C@H]1[C@@H]([C@H](c2cc3c(cc2[C@@H]1c4cc(c(c(c4)OC)OC)OC)OCO3)O)CO,hts,3663,mg,x1,10003663
ZINC14693643,FDA-approved drugs (via DSSTOX),182,C[C@H](CCCC(C)(C)O)[C@@H]1CC[C@H]\2[C@]1(CCC/C2=C\C=C\3/C[C@H](CCC3=C)O)C,hts,3664,mg,x1,10003664
ZINC14693645,FDA-approved drugs (via DSSTOX),182,C[C@@H](CCCC(C)(C)O)[C@H]1CC[C@H]\2[C@]1(CCC/C2=C\C=C\3/C[C@H](CCC3=C)O)C,hts,3665,mg,x1,10003665
ZINC14693646,FDA-approved drugs (via DSSTOX),182,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]\2[C@]1(CCC/C2=C\C=C\3/C[C@H](CCC3=C)O)C,hts,3666,mg,x1,10003666
ZINC14693673,FDA-approved drugs (via DSSTOX),183,C[C@H](CCCC(C)(C)O)[C@@H]1CC[C@H]\2[C@]1(CCC/C2=C\C=C\3/C[C@H](C[C@H](C3=C)O)O)C,hts,3667,mg,x1,10003667
ZINC14693675,FDA-approved drugs (via DSSTOX),183,C[C@@H](CCCC(C)(C)O)[C@H]1CC[C@H]\2[C@]1(CCC/C2=C\C=C\3/C[C@H](C[C@H](C3=C)O)O)C,hts,3668,mg,x1,10003668
ZINC14693677,FDA-approved drugs (via DSSTOX),183,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]\2[C@]1(CCC/C2=C\C=C\3/C[C@H](C[C@H](C3=C)O)O)C,hts,3669,mg,x1,10003669
ZINC14768469,DrugBank-approved,DB00430,Cc1cc(=O)c(c[nH]1)C(=O)N[C@H](c2ccc(cc2)O)C(=O)N[C@@H]3[C@@H]4N(C3=O)C(=C(CS4)CSc5nnnn5C)C(=O)[O-],hts,3670,mg,x1,10003670
ZINC14768568,DrugBank-approved,DB00673,C[C@H](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)O[C@H]2[C@H](N(CCO2)Cc3[nH]c(=O)[nH]n3)c4ccc(cc4)F,hts,3671,mg,x1,10003671
ZINC14768667,MicroSource Pharmakon,01505983,[H]/N=C(/NCCc1ccccc1)\NC(=[NH2+])N,hts,3672,mg,x1,10003672
ZINC14768671,FDA-approved drugs (via DSSTOX),166,CC(C)(C)[C@@](C)([C@H]1C[C@@]23CC[C@@]1([C@H]4[C@]25CC[NH+]([C@H]3Cc6c5c(c(cc6)O)O4)CC7CC7)OC)O,hts,3673,mg,x1,10003673
ZINC14879959,Toronto Research Chemicals,X742002,CC1=C(C(C[C@H](C1)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/[C@@H]2C(=C[C@@H](CC2(C)C)O)C)/C)/C,hts,3674,mg,x1,10003674
ZINC14879961,DrugBank-approved,DB00137,CC1=C(C(C[C@H](C1)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/[C@H]2C(=C[C@@H](CC2(C)C)O)C)/C)/C,hts,3675,mg,x1,10003675
ZINC14879963,DrugBank-approved,DB00212,CC(C)(C)S(=O)(=O)C[C@H](Cc1ccccc1)C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N[C@H](CC3CCCCC3)[C@@H]([C@@H](C4CC4)O)O,hts,3676,mg,x1,10003676
ZINC14879969,DrugBank-approved,DB00453,C[C@]1(c2c(ccc(c2C(=O)C3=C([C@]4([C@@H](C[C@@H]31)[C@@H](C(=C(C4=O)C(=O)NCO)[O-])N(C)C)O)O)O)Cl)O,hts,3677,mg,x1,10003677
ZINC14879972,Toronto Research Chemicals,T440015,CC(C)(C)[NH2+]CC(=O)Nc1cc(c2c(c1O)C(=O)C3=C([C@]4([C@@H](C[C@@H]3C2)[C@@H](C(=C(C4=O)C(=O)N)[O-])[NH+](C)C)O)O)N(C)C,hts,3678,mg,x1,10003678
ZINC14879975,DrugBank-approved,DB00686,C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2CO[C@H]([C@@H]([C@H]2OS(=O)(=O)[O-])OS(=O)(=O)[O-])O)OS(=O)(=O)[O-])OS(=O)(=O)[O-])O,hts,3679,mg,x1,10003679
ZINC14879985,ChemMol,30102934,CN(C)[C@H]1[C@@H]2[C@H]([C@@H]3C(=C)c4cccc(c4C(=O)C3=C([C@@]2(C(=O)/C(=C(\N)/O)/C1=O)O)[O-])O)O,hts,3680,mg,x1,10003680
ZINC14879987,DrugBank-approved,DB00932,CCC[C@]1(CC(=O)[C@@H](C(=O)O1)[C@H](CC)c2cccc(c2)[N-]S(=O)(=O)c3ccc(c[nH+]3)C(F)(F)F)CCc4ccccc4,hts,3681,mg,x1,10003681
ZINC14879992,ZereneX Building Blocks,ZBioX-0056,C[NH+](C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(c4C(=O)C3=C([C@@]2(C(=O)C(=C1[O-])C(=O)N)O)O)O)N(C)C,hts,3682,mg,x1,10003682
ZINC14879999,Toronto Research Chemicals,N888500,Cc1c(ccc2c1oc(=O)c(c2[O-])NC(=O)c3ccc(c(c3)CC=C(C)C)O)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)OC(=O)N)O,hts,3683,mg,x1,10003683
ZINC14880001,MicroSource Pharmakon,01505386,C[C@]12CC[C@@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)Nc4cc(ccc4C(F)(F)F)C(F)(F)F)CC[C@@H]5[C@@]3(C=CC(=O)N5)C,hts,3684,mg,x1,10003684
ZINC14880002,Toronto Research Chemicals,D449080,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)Cc4ccccc4)NC(=O)[C@@H]5C[C@H]6c7cccc8c7c(c[nH]8)C[C@H]6[NH+](C5)C,hts,3685,mg,x1,10003685
ZINC14880004,DrugBank-approved,DB01301,C[C@]1(c2cccc(c2C(=O)C3=C([C@]4([C@@H](C[C@@H]31)[C@@H](C(=C(C4=O)C(=O)NC[NH+]5CCCC5)[O-])N(C)C)O)O)O)O,hts,3686,mg,x1,10003686
ZINC14951836,FDA-approved drugs (via DSSTOX),809,C=CC[NH+]1CC[C@@]23c4c5ccc(c4O[C@H]2[C@@H](C=C[C@@H]3[C@@H]1C5)O)O,hts,3687,mg,x1,10003687
ZINC14951840,FDA-approved drugs (via DSSTOX),809,C=CC[NH+]1CC[C@@]23c4c5ccc(c4O[C@H]2[C@H](C=C[C@@H]3[C@@H]1C5)O)O,hts,3688,mg,x1,10003688
ZINC14951845,FDA-approved drugs (via DSSTOX),809,C=CC[NH+]1CC[C@@]23c4c5ccc(c4O[C@H]2[C@@H](C=C[C@H]3[C@@H]1C5)O)O,hts,3689,mg,x1,10003689
ZINC14951849,FDA-approved drugs (via DSSTOX),809,C=CC[NH+]1CC[C@@]23c4c5ccc(c4O[C@H]2[C@H](C=C[C@H]3[C@@H]1C5)O)O,hts,3690,mg,x1,10003690
ZINC15111006,FDA-approved drugs (via DSSTOX),408,CCCCC[C@@H](/C=C/[C@@H]1[C@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)[O-])O)O,hts,3691,mg,x1,10003691
ZINC15111008,Cayman Chemical,314010,CCCCC[C@H](/C=C/[C@H]1[C@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)[O-])O)O,hts,3692,mg,x1,10003692
ZINC15111010,FDA-approved drugs (via DSSTOX),408,CCCCC[C@@H](/C=C/[C@H]1[C@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)[O-])O)O,hts,3693,mg,x1,10003693
ZINC15111061,FDA-approved drugs (via DSSTOX),39,CCCCC[C@H](/C=C/[C@H]1[C@H](CC(=O)[C@@H]1CCCCCCC(=O)[O-])O)O,hts,3694,mg,x1,10003694
ZINC15449257,FDA-approved drugs (via DSSTOX),236,C[C@@H](OC(=O)C)OC(=O)C1=C(CS[C@H]2N1C(=O)[C@H]2NC(=O)/C(=N/OC)/c3ccco3)COC(=O)N,hts,3695,mg,x1,10003695
ZINC15668997,ChemMol,97901125,c1cc2c(cc1F)CC[C@@H](O2)[C@H](C[NH2+]C[C@@H]([C@@H]3CCc4cc(ccc4O3)F)O)O,hts,3696,mg,x1,10003696
ZINC15831592,Ryan Scientific BB,OR5948,c1cc2c(ccc(c2nc1)[O-])[N+](=O)[O-],hts,3697,mg,x1,10003697
ZINC15848208,FDA-approved drugs (via DSSTOX),30,CC(C)CCC[C@H](C)[C@@H]1CC[C@H]\2[C@]1(CCC/C2=C\C=C\3/C[C@H](C[C@H](C3=C)O)O)C,hts,3698,mg,x1,10003698
ZINC15848209,FDA-approved drugs (via DSSTOX),30,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]\2[C@]1(CCC/C2=C\C=C\3/C[C@H](C[C@H](C3=C)O)O)C,hts,3699,mg,x1,10003699
ZINC15848210,FDA-approved drugs (via DSSTOX),30,CC(C)CCC[C@H](C)[C@H]1CC[C@H]\2[C@]1(CCC/C2=C\C=C\3/C[C@H](C[C@H](C3=C)O)O)C,hts,3700,mg,x1,10003700
ZINC15848211,FDA-approved drugs (via DSSTOX),101,C[C@@H]1[C@@H](C(=O)N1S(=O)(=O)[O-])NC(=O)/C(=N\OC(C)(C)C(=O)[O-])/c2csc(n2)N,hts,3701,mg,x1,10003701
ZINC15848212,FDA-approved drugs (via DSSTOX),130,C[C@H]1C[C@@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4([C@]3([C@H](C[C@@]2([C@@]1(C(=O)COC(=O)C)OC(=O)C(C)C)C)O)F)C,hts,3702,mg,x1,10003702
ZINC15848213,FDA-approved drugs (via DSSTOX),130,C[C@H]1C[C@@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COC(=O)C)OC(=O)C(C)C)C)O)F)C,hts,3703,mg,x1,10003703
ZINC15848214,FDA-approved drugs (via DSSTOX),130,C[C@@H]1C[C@@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4([C@]3([C@H](C[C@@]2([C@@]1(C(=O)COC(=O)C)OC(=O)C(C)C)C)O)F)C,hts,3704,mg,x1,10003704
ZINC15848215,FDA-approved drugs (via DSSTOX),130,C[C@@H]1C[C@@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COC(=O)C)OC(=O)C(C)C)C)O)F)C,hts,3705,mg,x1,10003705
ZINC15848216,FDA-approved drugs (via DSSTOX),177,CCCCOc1ccc(cc1)C[N+]2([C@@H]3CC[C@H]2CC(C3)OC(=O)[C@@H](CO)c4ccccc4)C,hts,3706,mg,x1,10003706
ZINC15848217,FDA-approved drugs (via DSSTOX),193,CN1c2cc(c(cc2C[C@H]1S(=O)(=O)[O-])/N=N/C(=O)N)O,hts,3707,mg,x1,10003707
ZINC15848218,FDA-approved drugs (via DSSTOX),200,CCCCC[C@@](C)(/C=C/[C@@H]1[C@H](C[C@H]([C@@H]1C/C=C/CCCC(=O)[O-])O)O)O,hts,3708,mg,x1,10003708
ZINC15848219,FDA-approved drugs (via DSSTOX),200,CCCCC[C@](C)(/C=C/[C@H]1[C@H](C[C@H]([C@@H]1C/C=C/CCCC(=O)[O-])O)O)O,hts,3709,mg,x1,10003709
ZINC15848220,FDA-approved drugs (via DSSTOX),200,CCCCC[C@@](C)(/C=C/[C@H]1[C@H](C[C@H]([C@@H]1C/C=C/CCCC(=O)[O-])O)O)O,hts,3710,mg,x1,10003710
ZINC15848221,FDA-approved drugs (via DSSTOX),226,COCC1=C(N2[C@H]([C@H](C2=O)NC(=O)/C(=N\OC)/c3csc(n3)N)SC1)C(=O)[O-],hts,3711,mg,x1,10003711
ZINC15848222,FDA-approved drugs (via DSSTOX),226,COCC1=C(N2[C@@H]([C@H](C2=O)NC(=O)/C(=N\OC)/c3csc(n3)N)SC1)C(=O)[O-],hts,3712,mg,x1,10003712
ZINC15848223,FDA-approved drugs (via DSSTOX),226,COCC1=C(N2[C@H]([C@@H](C2=O)NC(=O)/C(=N\OC)/c3csc(n3)N)SC1)C(=O)[O-],hts,3713,mg,x1,10003713
ZINC15848224,FDA-approved drugs (via DSSTOX),228,C/C=C/C1=C(N2[C@H]([C@@H](C2=O)NC(=O)[C@H](c3ccc(cc3)O)N)SC1)C(=O)[O-],hts,3714,mg,x1,10003714
ZINC15848225,FDA-approved drugs (via DSSTOX),228,C/C=C/C1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@H](c3ccc(cc3)O)[NH3+])SC1)C(=O)[O-],hts,3715,mg,x1,10003715
ZINC15848226,FDA-approved drugs (via DSSTOX),257,CC(=O)[C@]1(CC[C@H]2[C@@]1(CC[C@@H]3[C@H]2C=C(C4=CC(=O)CC[C@@]34C)Cl)C)O,hts,3716,mg,x1,10003716
ZINC15848227,FDA-approved drugs (via DSSTOX),257,CC(=O)[C@@]1(CC[C@H]2[C@@]1(CC[C@@H]3[C@H]2C=C(C4=CC(=O)CC[C@@]34C)Cl)C)O,hts,3717,mg,x1,10003717
ZINC15848228,FDA-approved drugs (via DSSTOX),257,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2C=C(C4=CC(=O)CC[C@@]34C)Cl)C)O,hts,3718,mg,x1,10003718
ZINC15848229,FDA-approved drugs (via DSSTOX),257,CC(=O)[C@@]1(CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2C=C(C4=CC(=O)CC[C@@]34C)Cl)C)O,hts,3719,mg,x1,10003719
ZINC15848230,FDA-approved drugs (via DSSTOX),263,C(CCl)N(C(=O)N[C@H]1[C@H]([C@@H]([C@@H](O[C@H]1O)CO)O)O)N=O,hts,3720,mg,x1,10003720
ZINC15848232,FDA-approved drugs (via DSSTOX),263,C(CCl)N(C(=O)N[C@H]1[C@H]([C@@H]([C@H](O[C@H]1O)CO)O)O)N=O,hts,3721,mg,x1,10003721
ZINC15848233,FDA-approved drugs (via DSSTOX),263,C(CCl)N(C(=O)N[C@H]1[C@H]([C@@H]([C@H](O[C@@H]1O)CO)O)O)N=O,hts,3722,mg,x1,10003722
ZINC15848234,Bosche Scientific,C0891,CC(=O)[C@]1(CC[C@H]2[C@@]1(CC[C@@H]3[C@H]2C=C(C4=CC(=O)[C@@H]5C[C@@H]5[C@@]34C)Cl)C)O,hts,3723,mg,x1,10003723
ZINC15848235,FDA-approved drugs (via DSSTOX),334,CC(=O)[C@@]1(CC[C@H]2[C@@]1(CC[C@@H]3[C@H]2C=C(C4=CC(=O)[C@@H]5C[C@@H]5[C@@]34C)Cl)C)O,hts,3724,mg,x1,10003724
ZINC15848236,FDA-approved drugs (via DSSTOX),334,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2C=C(C4=CC(=O)[C@@H]5C[C@@H]5[C@@]34C)Cl)C)O,hts,3725,mg,x1,10003725
ZINC15848237,FDA-approved drugs (via DSSTOX),334,CC(=O)[C@@]1(CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2C=C(C4=CC(=O)[C@@H]5C[C@@H]5[C@@]34C)Cl)C)O,hts,3726,mg,x1,10003726
ZINC15848238,FDA-approved drugs (via DSSTOX),365,CCCCC(=O)OCC(=O)[C@]1([C@H](C[C@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@]43C)F)O)C)C)O,hts,3727,mg,x1,10003727
ZINC15848239,FDA-approved drugs (via DSSTOX),365,CCCCC(=O)OCC(=O)[C@@]1([C@H](C[C@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@]43C)F)O)C)C)O,hts,3728,mg,x1,10003728
ZINC15848240,FDA-approved drugs (via DSSTOX),365,CCCCC(=O)OCC(=O)[C@]1([C@@H](C[C@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@]43C)F)O)C)C)O,hts,3729,mg,x1,10003729
ZINC15848241,FDA-approved drugs (via DSSTOX),365,CCCCC(=O)OCC(=O)[C@@]1([C@@H](C[C@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@]43C)F)O)C)C)O,hts,3730,mg,x1,10003730
ZINC15848242,FDA-approved drugs (via DSSTOX),449,CCCCC[C@H](/C=C/[C@H]1[C@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)[O-])/O2)O)O,hts,3731,mg,x1,10003731
ZINC15848243,FDA-approved drugs (via DSSTOX),449,CCCCC[C@@H](/C=C/[C@H]1[C@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)[O-])/O2)O)O,hts,3732,mg,x1,10003732
ZINC15848244,FDA-approved drugs (via DSSTOX),486,C[C@@]12CC[C@@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C[C@H](CC[C@@H]34)O,hts,3733,mg,x1,10003733
ZINC15848245,FDA-approved drugs (via DSSTOX),486,C[C@]12CC[C@@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C[C@H](CC[C@@H]34)O,hts,3734,mg,x1,10003734
ZINC15848246,FDA-approved drugs (via DSSTOX),486,C[C@@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C[C@H](CC[C@@H]34)O,hts,3735,mg,x1,10003735
ZINC15848247,FDA-approved drugs (via DSSTOX),486,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C[C@H](CC[C@@H]34)O,hts,3736,mg,x1,10003736
ZINC15848248,FDA-approved drugs (via DSSTOX),576,CCC(C)(C)/N=C(\N)/NC#N,hts,3737,mg,x1,10003737
ZINC15848249,FDA-approved drugs (via DSSTOX),613,C[C@@H]([C@@H]1OC[C@H](O1)CO)I,hts,3738,mg,x1,10003738
ZINC15848250,FDA-approved drugs (via DSSTOX),613,C[C@H]([C@H]1OC[C@H](O1)CO)I,hts,3739,mg,x1,10003739
ZINC15848251,FDA-approved drugs (via DSSTOX),613,C[C@@H]([C@H]1OC[C@H](O1)CO)I,hts,3740,mg,x1,10003740
ZINC15848252,FDA-approved drugs (via DSSTOX),721,C[C@@H]1C[C@@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4([C@@H]3C(=O)C[C@]2([C@]1(C(=O)CO)O)C)C,hts,3741,mg,x1,10003741
ZINC15848253,FDA-approved drugs (via DSSTOX),721,C[C@H]1C[C@@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4([C@@H]3C(=O)C[C@]2([C@]1(C(=O)CO)O)C)C,hts,3742,mg,x1,10003742
ZINC15848254,FDA-approved drugs (via DSSTOX),721,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4([C@@H]3C(=O)C[C@]2([C@]1(C(=O)CO)O)C)C,hts,3743,mg,x1,10003743
ZINC15848255,FDA-approved drugs (via DSSTOX),721,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4([C@@H]3C(=O)C[C@]2([C@]1(C(=O)CO)O)C)C,hts,3744,mg,x1,10003744
ZINC15848256,FDA-approved drugs (via DSSTOX),762,CCC(=O)O[C@]1(CC[C@H]2[C@@]1(C[C@@H]([C@@H]3[C@H]2C[C@H](C4=CC(=O)C=C[C@@]34C)C)O)C)C(=O)COC(=O)C,hts,3745,mg,x1,10003745
ZINC15848257,FDA-approved drugs (via DSSTOX),762,CCC(=O)O[C@@]1(CC[C@H]2[C@@]1(C[C@@H]([C@@H]3[C@H]2C[C@H](C4=CC(=O)C=C[C@@]34C)C)O)C)C(=O)COC(=O)C,hts,3746,mg,x1,10003746
ZINC15848258,FDA-approved drugs (via DSSTOX),762,CCC(=O)O[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@@H]3[C@H]2C[C@H](C4=CC(=O)C=C[C@@]34C)C)O)C)C(=O)COC(=O)C,hts,3747,mg,x1,10003747
